call_id,agent_id,agent_tone,customer_tone,average_sentiment,silence_percent_average
9042144641,922729,neutral,calm,-0.11,0
5551744814,825827,calm,frustrated,0.03,0.47
9653347069,758927,neutral,frustrated,0,0.62
6720432788,915618,neutral,neutral,-0.19,0.19
4330005094,788537,neutral,neutral,0,0.57
2109938587,499403,calm,polite,0.07,0.45
8804527058,289402,neutral,polite,0,0.28
0750943900,814752,calm,frustrated,0.26,0.2
8139162586,215457,neutral,polite,-0.13,0.18
6803900104,436472,calm,angry,0.04,0.43
9951665354,828869,neutral,angry,0,0.12
2095470727,153460,neutral,frustrated,-0.18,0.22
0571689194,607742,calm,angry,0.11,0.16
7464282955,524049,neutral,frustrated,-0.14,0.26
8935422797,499403,calm,polite,0.07,0.08
6062040810,131036,calm,polite,0.01,0.37
0268434877,462743,neutral,calm,-0.06,0.01
4069730994,878048,calm,neutral,0.16,0.53
2270967234,828869,neutral,frustrated,-0.05,0.22
8525506359,788537,calm,calm,0.04,0.69
0438834035,524049,frustrated,frustrated,-0.33,0.29
7064050810,922729,calm,angry,0.11,0.18
1115998471,289402,neutral,neutral,-0.08,0.61
5997532308,499403,neutral,frustrated,0,0.3
8282302308,814752,calm,calm,0.2,0.22
3309013108,462743,neutral,neutral,0,0.3
0949356313,215457,neutral,frustrated,-0.14,0.65
1023834783,436472,calm,calm,0.03,0.47
4573865210,915618,calm,frustrated,0.22,0.12
7879984493,499403,calm,polite,0.05,0.1
5973540535,758927,calm,polite,0.03,0.2
7472389791,524049,calm,polite,0.03,0.18
8136376492,878048,neutral,frustrated,0,0.36
6185985485,915618,neutral,frustrated,-0.04,0.29
7686758694,828869,neutral,calm,-0.05,0.38
0299696522,131036,neutral,angry,-0.02,0.48
1453349038,289402,calm,polite,0.06,0.73
2967505967,274746,neutral,neutral,-0.22,0.3
0173862056,758927,neutral,angry,-0.04,0.44
8994453170,524049,neutral,angry,-0.2,0.39
2394617095,524049,calm,calm,0.16,0.42
2232566071,814752,neutral,calm,0,0.37
6966145801,462743,neutral,frustrated,-0.07,0.49
9492238308,436472,calm,angry,0.19,0.73
9354619428,153460,calm,calm,0.39,0.08
0549811816,878048,frustrated,polite,-0.36,0.33
9172030030,499403,neutral,angry,-0.05,0.33
1436604074,607742,calm,angry,0.01,0.29
2441100841,274746,neutral,calm,-0.07,0.23
0236200708,289402,neutral,frustrated,-0.16,0.5
1327030172,922729,neutral,polite,0,0.34
8089599224,814752,calm,angry,0.06,0.47
0952819626,153460,frustrated,angry,-0.35,0.28
5985306243,915618,calm,neutral,0.07,0.25
3733146045,600666,neutral,angry,-0.05,0.39
2835288734,376343,neutral,angry,-0.03,0.2
7995645761,619806,neutral,polite,-0.07,0.28
2868853212,369972,,angry,-0.5,0.14
8230012626,663804,calm,polite,0.01,0.57
6933302571,645129,calm,neutral,0.1,0.54
4411281498,878048,calm,neutral,0.05,0.53
0485976349,922729,calm,calm,0.19,0.17
3105257948,915618,neutral,frustrated,-0.04,0.09
8202367642,462743,neutral,angry,-0.07,0.46
9010341069,696673,neutral,frustrated,-0.08,0.28
8417820699,274746,calm,polite,0.01,0.24
1950793040,758927,neutral,frustrated,-0.15,0.05
2306900525,153460,frustrated,angry,-0.28,0.37
9231392705,192245,calm,calm,0.05,0.46
8577275427,376343,neutral,polite,-0.02,0.45
5404690471,922729,frustrated,neutral,-0.37,0.33
3130119205,828869,neutral,frustrated,-0.05,0.08
1671923425,369972,neutral,neutral,-0.15,0.49
6758926619,758927,neutral,calm,0,0.42
6223201600,215457,frustrated,neutral,-0.33,0.6
8420443366,645129,neutral,calm,-0.12,0.25
2905834995,819946,neutral,polite,-0.23,0.01
3041785914,814752,neutral,polite,-0.12,0.6
9101509647,436472,frustrated,angry,-0.29,0.24
9864602260,828869,neutral,frustrated,-0.07,0.03
9184612791,524049,calm,angry,0.1,0.56
3490105367,915618,neutral,angry,-0.09,0.52
4760241752,274746,frustrated,neutral,-0.27,0.1
6218069933,619806,neutral,frustrated,-0.22,0.15
7372830762,663804,neutral,neutral,0,0.12
8535860643,782403,calm,polite,0.06,0.03
1169068270,349957,neutral,frustrated,0,0.03
5038767938,391212,calm,calm,0.04,0.14
8511714437,645129,neutral,polite,-0.25,0.33
8466115310,880532,neutral,calm,-0.06,0.75
5696358332,825827,neutral,calm,-0.07,0.18
0846754772,819946,calm,neutral,0.09,0.01
6686149196,290097,calm,neutral,0.03,0.12
1409564740,926550,neutral,polite,-0.14,0.54
1611351833,390819,neutral,calm,0,0.09
3287832914,619806,calm,angry,0.18,0.11
5600353623,696673,neutral,calm,-0.03,0.12
0663217147,619806,neutral,neutral,-0.05,0.18
0427079885,663804,neutral,angry,-0.06,0.19
8485536310,436472,neutral,neutral,-0.02,0.36
7105822425,369972,calm,frustrated,0.03,0.26
9595071536,131036,neutral,polite,0,0.48
7119272785,663804,neutral,angry,-0.01,0.56
6810211136,696673,neutral,neutral,-0.11,0.52
5339333381,645129,calm,neutral,0.08,0.09
7614907728,782403,neutral,calm,-0.14,0.03
3604539305,619806,neutral,angry,-0.15,0.01
5534843325,819946,neutral,polite,0,0.13
8276695280,349957,neutral,angry,-0.1,0.14
0687556900,391212,calm,frustrated,0.11,0.03
5466287134,462743,calm,calm,0.09,0.13
1253621904,131036,neutral,frustrated,0,0.79
3789748403,153460,neutral,neutral,-0.19,0.23
4970876319,619806,neutral,angry,-0.2,0.1
9828738615,696673,calm,angry,0.01,0.08
7081137526,915618,neutral,angry,-0.11,0.16
4934241471,825827,neutral,frustrated,-0.07,0.08
1590339143,600666,calm,frustrated,0.13,0.26
9709475383,376343,calm,polite,0.17,0.28
1462589917,153460,neutral,angry,-0.13,0.32
2643601418,619806,neutral,neutral,-0.06,0.29
1057239242,788537,neutral,calm,-0.16,0.5
2978905220,131036,neutral,neutral,0,0.77
4222898900,814752,neutral,neutral,-0.11,0.11
3125638637,436472,calm,neutral,0.11,0.38
0014764275,369972,neutral,calm,-0.08,0.13
7964383770,825827,frustrated,calm,-0.34,0.37
8239277807,499403,calm,angry,0.02,0.25
5928177354,915618,neutral,frustrated,-0.05,0.63
2929358043,462743,calm,neutral,0.08,0.55
3787467796,376343,neutral,neutral,-0.05,0.31
2442834385,645129,calm,calm,0.05,0.43
7482936234,788537,neutral,angry,-0.02,0.24
2057129972,600666,frustrated,frustrated,-0.31,0.08
4107382830,663804,calm,frustrated,0.09,0.13
3893107295,696673,neutral,angry,-0.04,0.26
9929777947,462743,neutral,frustrated,-0.02,0.43
7610691428,215457,calm,calm,0.08,0.1
0705688661,192245,neutral,calm,0,0.22
4570026865,819946,neutral,frustrated,-0.03,0.71
4061527463,782403,neutral,calm,0,0.35
9104935345,349957,neutral,angry,-0.14,0.14
5454921383,825827,calm,angry,0.24,0.39
7244942091,788537,neutral,polite,-0.16,0.7
0499739773,215457,neutral,neutral,-0.18,0.39
1983643964,436472,calm,frustrated,0.08,0.14
4310184216,607742,neutral,polite,-0.01,0.39
4188769806,600666,calm,angry,0.05,0.12
0090535132,369972,neutral,neutral,0,0.42
1448159038,663804,neutral,calm,-0.15,0.33
2957601500,825827,neutral,neutral,0,0.16
5979620121,619806,neutral,neutral,-0.14,0.54
0356494474,645129,neutral,calm,-0.12,0.17
8753344381,696673,neutral,frustrated,-0.21,0.02
3721722419,915618,neutral,calm,-0.06,0.03
7882064642,215457,calm,polite,0.03,0.45
7161945208,825827,calm,angry,0.14,0.57
7191631027,788537,calm,calm,0.03,0.29
8695597728,131036,frustrated,frustrated,-0.47,0.18
0301377921,436472,neutral,polite,-0.05,0.26
4887800277,600666,calm,frustrated,0.11,0.38
1832311010,663804,neutral,calm,-0.19,0.16
2607595464,192245,calm,frustrated,0.06,0.12
5470656030,782403,calm,frustrated,0.06,0.29
1256639207,696673,calm,angry,0.11,0.21
6566436487,915618,neutral,calm,-0.12,0.33
6670386239,788537,calm,calm,0.05,0.05
0674943032,289402,neutral,calm,-0.14,0.45
9708935303,825827,calm,angry,0.04,0.24
3492978583,131036,neutral,calm,-0.05,0.42
2882870170,462743,calm,frustrated,0.24,0.43
9650167769,153460,neutral,neutral,-0.12,0.2
1006836028,788537,calm,polite,0.27,0.79
4957177862,915618,neutral,frustrated,0,0.18
9046868048,814752,neutral,neutral,0,0.45
4350015240,215457,neutral,polite,-0.05,0.33
2835524012,600666,angry,angry,-0.55,0.22
2985864921,619806,neutral,calm,-0.08,0.49
9844811794,645129,neutral,polite,-0.09,0.3
0073275311,825827,calm,neutral,0.06,0.15
3299505695,696673,neutral,angry,-0.19,0.25
2394268643,600666,neutral,angry,-0.05,0.29
9842293950,915618,neutral,neutral,-0.03,0.06
0559792899,131036,calm,polite,0.03,0.19
2616214505,215457,calm,calm,0.35,0.06
6984753592,663804,neutral,angry,0,0.22
9773233639,192245,neutral,frustrated,-0.12,0.05
7832870294,915618,neutral,frustrated,-0.17,0.19
2504838636,131036,calm,angry,0.03,0.24
8388730936,814752,neutral,polite,0,0.06
3709853620,462743,neutral,frustrated,-0.02,0.15
2910371853,215457,neutral,polite,-0.07,0.16
0146835369,819946,calm,frustrated,0.06,0.26
5231622330,782403,calm,frustrated,0.07,0.01
6455833257,349957,neutral,angry,-0.02,0.22
5447500829,391212,neutral,neutral,-0.01,0.69
2542830760,880532,calm,calm,0.04,0.21
8354795813,290097,neutral,calm,0,0.51
2906538157,926550,calm,angry,0.09,0.04
2544893996,153460,calm,neutral,0.05,0.45
1478363853,192245,frustrated,polite,-0.27,0.21
6280508057,390819,frustrated,polite,-0.29,0.57
3993821881,293576,neutral,calm,0,0.29
2350236185,825827,frustrated,angry,-0.32,0.48
2000016087,814752,neutral,calm,-0.08,0.15
8569640234,915618,neutral,neutral,0,0.04
7313285309,436472,calm,angry,0.02,0.35
9346438155,825827,neutral,neutral,-0.09,0.14
9058710722,788537,neutral,neutral,-0.06,0.37
8752269269,915618,neutral,polite,-0.17,0.4
5590783122,462743,calm,angry,0.04,0.25
4021928120,663804,calm,polite,0.14,0.14
2333945664,782403,calm,calm,0.12,0.26
7650547137,825827,neutral,neutral,-0.14,0.5
3748862526,131036,calm,frustrated,0.12,0.47
4288010087,814752,neutral,polite,-0.14,0.37
8646387952,462743,calm,frustrated,0.09,0.44
7916748872,600666,neutral,frustrated,-0.07,0.13
4754792346,663804,calm,calm,0.02,0.1
8248527694,369972,neutral,angry,-0.07,0.21
8370009226,645129,calm,polite,0.06,0.31
2560410812,192245,neutral,frustrated,0,0.65
3506152347,349957,calm,frustrated,0.03,0.25
6396575284,499403,neutral,calm,-0.05,0.45
8850613795,814752,neutral,frustrated,-0.07,0.18
1364537245,819946,neutral,calm,-0.11,0.1
0873442489,600666,neutral,polite,-0.05,0.18
9682222544,376343,calm,angry,0.04,0.25
6154055520,915618,calm,polite,0.03,0.42
9066942076,369972,calm,frustrated,0.02,0.39
6175469461,663804,neutral,angry,-0.19,0.17
2208482545,782403,neutral,neutral,-0.06,0.5
3195348900,436472,frustrated,calm,-0.36,0.23
1860113835,391212,calm,polite,0.06,0.01
8104918573,880532,neutral,polite,-0.08,0.14
6169785491,290097,neutral,neutral,0,0.13
8349540651,215457,neutral,frustrated,-0.22,0.11
9656410826,607742,neutral,angry,-0.13,0.09
6062347990,619806,neutral,angry,0,0.57
4831840075,192245,neutral,angry,-0.04,0.1
3644508975,788537,neutral,neutral,0,0.1
3777145088,499403,neutral,frustrated,0,0.52
1921009834,436472,neutral,polite,-0.06,0.39
8486001848,607742,calm,frustrated,0.09,0.31
6392162386,619806,neutral,polite,-0.02,0.35
6429863409,192245,calm,angry,0.11,0.57
5996542744,819946,neutral,frustrated,-0.09,0.3
9977138327,788537,neutral,calm,-0.02,0.19
6756668322,436472,neutral,calm,-0.04,0.14
7825347813,131036,calm,polite,0.09,0.47
8502966098,600666,neutral,calm,-0.07,0
2026080223,215457,neutral,polite,-0.25,0.85
5720687391,376343,calm,calm,0.09,0.22
9512148049,663804,calm,neutral,0.14,0
3950750222,696673,neutral,angry,-0.03,0.77
8286652904,289402,neutral,polite,0,0.15
9262204602,600666,neutral,calm,-0.15,0.48
7692676121,369972,neutral,polite,-0.02,0.05
6803937559,663804,neutral,frustrated,-0.14,0.19
1662111148,192245,neutral,angry,-0.22,0.08
0266985990,289402,neutral,frustrated,-0.06,0.25
0773151267,499403,calm,frustrated,0.19,0.4
7493323122,814752,calm,calm,0.08,0.05
9012394118,153460,neutral,angry,-0.06,0.37
0362750685,376343,calm,polite,0.02,0.09
5981560581,349957,neutral,neutral,-0.06,0.13
1143829121,131036,neutral,angry,-0.04,0.31
7059404951,462743,calm,calm,0.11,0.54
3383961401,499403,calm,neutral,0.05,0.15
2446607705,814752,neutral,neutral,-0.05,0.17
3991135980,436472,neutral,calm,0,0.29
0470323524,915618,neutral,calm,-0.04,0.46
2699774470,153460,neutral,polite,0,0.18
6768679104,600666,neutral,neutral,0,0.1
5231674066,436472,calm,frustrated,0.14,0.38
9991021433,607742,calm,frustrated,0.07,0.2
6764809453,376343,calm,polite,0.11,0.03
5844224803,663804,calm,frustrated,0.09,0.25
4817218180,600666,neutral,neutral,-0.1,0.17
8372195846,376343,calm,polite,0.08,0.49
6581525192,915618,frustrated,polite,-0.31,0.16
5227016273,600666,neutral,neutral,-0.13,0.49
2635661305,619806,calm,frustrated,0.02,0.12
6800684041,369972,neutral,polite,-0.03,0.16
1973627202,663804,calm,calm,0.13,0.37
6289186261,645129,calm,frustrated,0.04,0.28
4574787592,192245,calm,frustrated,0.14,0.15
8986373828,819946,neutral,angry,-0.21,0.57
5832281313,131036,neutral,neutral,-0.01,0.41
6028861355,915618,calm,polite,0.08,0.49
2241239101,825827,neutral,polite,0,0.52
5408963287,788537,neutral,calm,-0.19,0.4
6292077444,499403,calm,neutral,0.03,0.41
7303703267,814752,calm,polite,0.11,0.19
4925500008,462743,neutral,frustrated,-0.05,0.07
0506312934,153460,neutral,calm,-0.08,0.6
5345949369,607742,neutral,neutral,-0.02,0.4
4244937783,376343,calm,polite,0.03,0.5
7443211386,600666,neutral,frustrated,-0.04,0.74
6952076532,619806,neutral,frustrated,0,0.05
3509632692,696673,neutral,calm,0,0.18
6054828967,289402,neutral,neutral,-0.07,0.35
2743963352,462743,calm,angry,0.11,0.24
3819142891,915618,neutral,neutral,-0.04,0.18
1781122902,499403,neutral,polite,-0.13,0.84
5246955663,215457,neutral,angry,0,0.07
3639369357,619806,calm,neutral,0.08,0.38
4222807940,825827,calm,calm,0.05,0.57
1967322792,289402,calm,calm,0.04,0.28
0155232998,462743,neutral,calm,-0.13,0.14
6631946379,215457,neutral,neutral,-0.05,0.39
1123904788,153460,calm,polite,0.11,0.14
4023633039,369972,neutral,calm,-0.1,0.68
6046339813,663804,calm,polite,0.08,0
6900851883,696673,frustrated,angry,-0.26,0.69
5767478906,788537,neutral,angry,-0.05,0.46
3672852372,289402,neutral,neutral,0,0
5712598062,814752,calm,neutral,0.22,0.37
6659995723,289402,neutral,polite,-0.05,0.72
0282876475,376343,calm,polite,0.03,0.26
0547364376,619806,calm,angry,0.21,0.04
9294844442,663804,neutral,angry,-0.2,0.55
8290985178,915618,frustrated,frustrated,-0.26,0.36
4313685331,462743,neutral,neutral,0,0.13
4375012633,607742,,neutral,,0.96
1482850590,825827,calm,frustrated,0.24,0.03
2025546675,788537,neutral,calm,-0.15,0.33
0293992815,462743,neutral,frustrated,-0.07,0.04
9798879733,607742,calm,frustrated,0.06,0.73
1600699534,825827,calm,calm,0.07,0.18
4384969559,619806,neutral,neutral,-0.14,0.34
5859728512,645129,neutral,calm,-0.07,0.62
9247766461,192245,neutral,polite,-0.16,0.31
6378234977,819946,neutral,angry,-0.06,0.38
4428930222,782403,calm,angry,0.07,0.18
2601941468,915618,neutral,neutral,0,0.55
3759863743,788537,neutral,neutral,-0.11,0.17
8240278894,814752,neutral,frustrated,-0.1,0.62
7551584587,825827,neutral,calm,-0.08,0.19
3365872644,462743,neutral,neutral,0,0.16
8816273145,349957,neutral,calm,-0.06,0.39
0477231929,391212,neutral,polite,-0.09,0.26
2938164842,915618,neutral,frustrated,-0.04,0.5
9375481611,788537,neutral,neutral,-0.03,0.13
2930379941,462743,calm,angry,0.11,0.76
4261175355,215457,neutral,neutral,-0.09,0.81
4075573598,436472,neutral,angry,-0.11,0.07
2219337877,607742,frustrated,angry,-0.28,0.71
2159618327,782403,neutral,calm,-0.09,0.4
2684846799,880532,neutral,angry,-0.14,0.17
6883725065,290097,neutral,angry,0,0.31
0629589508,926550,neutral,frustrated,-0.16,0.66
9598034096,390819,calm,calm,0.11,0.1
0799512934,293576,neutral,calm,-0.03,0.2
7289613372,788537,neutral,frustrated,-0.17,0.29
2110223673,880532,neutral,frustrated,-0.01,0.44
